Manufacturer,Model,Variant,Ex-Showroom Price(Rs),Drivetrain,Cylinders,Body_Type,Type,Fuel_Type,Seating_Capacity
Bmw,6-Series,630D Gt Luxury Line,6890000,AWD ,6,Sedan,Automatic,Diesel,4
Bmw,6-Series,630D Gt M Sport,7450000,AWD ,6,Sedan,Automatic,Diesel,4
Bmw,6-Series,630I Gt Luxury Line,6440000,RWD ,8,Coupe,Automatic,Petrol,4
Bmw,6-Series,620D Gt Luxury Line,6440000,RWD ,4,Sedan,Automatic,Diesel,4
Porsche,Macan,S,8503000,AWD ,6,SUV,Automatic,Petrol,5
Porsche,Macan,Base,6998000,AWD ,6,SUV,Automatic,Petrol,5
Jaguar,F-Type,5.0 Convertible R,23659454,AWD ,8,Convertible,Automatic,Petrol,2
Jaguar,F-Type,5.0 Coupe R,22155390,RWD ,6,Coupe,Automatic,Petrol,2
Jaguar,F-Type,Svr Coupe,26501830,AWD ,8,Coupe,Automatic,Petrol,2
Jaguar,F-Type,Svr Convertible,28004965,AWD ,8,Convertible,Automatic,Petrol,2
Jaguar,F-Type,2.0L Coupe,9092578,RWD ,6,Coupe,Automatic,Petrol,2
Jaguar,F-Type,2.0L Convertible,10144987,RWD ,6,Convertible,Automatic,Petrol,2
Jaguar,F-Type,2.0 Convertible R Dynamic,10419200,RWD ,8,Convertible,Automatic,Petrol,2
Jaguar,F-Type,2.0 Coupe R Dynamic,9366433,RWD ,4,Coupe,Automatic,Petrol,2
Bmw,M5,Competition,15490000,AWD ,8,Sedan,Automatic,Petrol,4
Lexus,Lx 570,V8,23290000,FWD ,8,SUV,Automatic,Diesel,7
MarutiSuzuki,Wagon,Vxi,479000,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,Wagon,Vxi Ags,526000,FWD ,3,Hatchback,Automatic,Petrol,5
MarutiSuzuki,Wagon,1.2L Zxi,548000,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,Wagon,Lxi,434000,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,Wagon,1.2L Vxi,513501,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,Wagon,1.2L Vxi Ags,560500,FWD ,3,Hatchback,Automatic,Petrol,5
MarutiSuzuki,Wagon,1.2L Zxi Ags,594800,FWD ,3,Hatchback,Automatic,Petrol,5
MarutiSuzuki,Wagon,Lxi (O),441000,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,Wagon,Vxi (O),486001,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,Wagon,1.2L Vxi (O),520500,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,Wagon,1.2L Vxi Ags (O),567500,FWD ,3,Hatchback,Automatic,Petrol,5
MarutiSuzuki,Wagon,Vxi Ags (O),533000,FWD ,3,Hatchback,Automatic,Petrol,5
MarutiSuzuki,Wagon,Lxi Cng,500500,FWD ,3,Hatchback,Manual,CNG,5
MarutiSuzuki,Wagon,Lxi (O) Cng,507500,FWD ,3,Hatchback,Manual,CNG,5
Tata,Tiago Nrg,1.2L Revotron,594993,FWD ,3,Crossover,Manual,Petrol,5
Tata,Tiago Nrg,1.05L Revotorq,689993,FWD ,3,Crossover,Manual,Diesel,5
Tata,Tiago Nrg,1.2L Revotron Amt,639993,FWD ,3,Crossover,AMT,Petrol,5
Mahindra,Nuvosport,N4,797802,FWD ,3,SUV,Manual,Diesel,7
Mahindra,Nuvosport,N6,905642,FWD ,3,SUV,Manual,Diesel,7
Mahindra,Nuvosport,N8,984818,FWD ,3,SUV,Manual,Diesel,7
Mahindra,Nuvosport,N4 +,832415,FWD ,3,SUV,Manual,Diesel,7
Mahindra,Nuvosport,N6 Amt,972359,FWD ,3,SUV,Automatic,Diesel,7
Mahindra,Nuvosport,N8 Amt,1048603,FWD ,3,SUV,Automatic,Diesel,7
Nissan,Kicks,Xl Petrol,955000,RWD ,4,SUV,Manual,Petrol,5
Nissan,Kicks,Xv Petrol,1095000,RWD ,4,SUV,Manual,Petrol,5
Nissan,Kicks,Xl Diesel,1109000,RWD ,4,SUV,Manual,Diesel,5
Nissan,Kicks,Xv Diesel,1251000,RWD ,4,SUV,Manual,Diesel,5
Nissan,Kicks,Xv Premium,1369000,RWD ,4,SUV,Manual,Diesel,5
Nissan,Kicks,Xv Premium (O),1465000,RWD ,4,SUV,Manual,Diesel,5
Nissan,Kicks,Xv Premium (O) Dual Tone,1465000,RWD ,4,SUV,Manual,Diesel,5
Nissan,Kicks,Xe Diesel,989000,RWD ,4,SUV,Manual,Diesel,5
Tata,Winger,15S,1205000,FWD ,4,MUV,Manual,Diesel,16
Hyundai,Kona Electric,Premium,2371858,FWD ,0,SUV,Automatic,Electric,4
Toyota,Camry,Hybrid,3788000,FWD ,4,Sedan,Automatic,Hybrid,5
Audi,A5,Sportback,6061200,FWD ,4,Sedan,Automatic,Diesel,5
LandRover,Discovery,3.0 Hse Diesel,10205494,4WD,6,SUV,Automatic,Diesel,7
LandRover,Discovery,3.0 Se Diesel,9689321,4WD,6,SUV,Automatic,Diesel,7
LandRover,Discovery,3.0 Hse Petrol,8433741,4WD,6,SUV,Automatic,Petrol,7
LandRover,Discovery,3.0 Se Petrol,8077550,4WD,6,SUV,Automatic,Petrol,7
LandRover,Discovery,3.0 S Diesel,8877094,4WD,6,SUV,Automatic,Diesel,7
LandRover,Discovery,3.0 S Petrol,7693664,4WD,6,SUV,Automatic,Petrol,7
LandRover,Discovery,3.0 Hse Luxury Diesel,10861088,4WD,6,SUV,Automatic,Diesel,7
LandRover,Discovery,3.0 Hse Luxury Petrol,8937846,4WD,6,SUV,Automatic,Petrol,7
Lexus,Ls 500H,Luxury,18221000,AWD ,6,SUV,Automatic,Hybrid,5
Lexus,Ls 500H,Ultra Luxury,18736000,AWD ,6,SUV,Automatic,Hybrid,5
Lexus,Ls 500H,Distinct,19371000,AWD ,6,SUV,Automatic,Hybrid,5
RollsRoyce,Rolls-Royce Phantom,Sedan,95000000,RWD ,12,Sedan,Automatic,Petrol,5
RollsRoyce,Rolls-Royce Phantom,Ewb,75400000,RWD ,12,Sedan,Automatic,Petrol,5
Fiat,Punto Evo,Dynamic 1.2,535562,FWD ,4,Hatchback,Manual,Petrol,5
Fiat,Punto Evo,Active Multijet 1.3,631292,FWD ,4,Hatchback,Manual,Diesel,5
Fiat,Punto Evo,Dynamic Multijet 1.3,692655,FWD ,4,Hatchback,Manual,Diesel,5
Fiat,Punto Evo,Emotion Multijet 1.3,747774,FWD ,4,Hatchback,Manual,Diesel,5
Toyota,Yaris,J,940000,FWD ,4,Sedan,Manual,Petrol,5
Toyota,Yaris,G,1055000,FWD ,4,Sedan,Manual,Petrol,5
Toyota,Yaris,V,1174000,FWD ,4,Sedan,Manual,Petrol,5
Toyota,Yaris,Vx Cvt,1418000,FWD ,4,Sedan,Automatic,Petrol,5
Toyota,Yaris,G Cvt,1175000,FWD ,4,Sedan,Automatic,Petrol,5
Toyota,Yaris,J Cvt,1010000,FWD ,4,Sedan,Automatic,Petrol,5
Toyota,Yaris,V Cvt,1294000,FWD ,4,Sedan,Automatic,Petrol,5
Toyota,Yaris,Vx,1296000,FWD ,4,Sedan,Manual,Petrol,5
Toyota,Yaris,V (O),1197000,FWD ,4,Sedan,Manual,Petrol,5
Toyota,Yaris,J (O),876000,FWD ,4,Sedan,Manual,Petrol,5
Toyota,Yaris,G (O),974000,FWD ,4,Sedan,Manual,Petrol,5
Toyota,Yaris,J (O) Cvt,935000,FWD ,4,Sedan,Automatic,Petrol,5
Toyota,Yaris,G (O) Cvt,1083000,FWD ,4,Sedan,Automatic,Petrol,5
Toyota,Yaris,V (O) Cvt,1317000,FWD ,4,Sedan,Automatic,Petrol,5
Skoda,Octavia,Ambition 1.4 Tsi,1599599,FWD ,4,Sedan,Manual,Petrol,5
Skoda,Octavia,Ambition 2.0 Tdi Cr,1799599,FWD ,4,Sedan,Manual,Diesel,5
Skoda,Octavia,Style 1.4 Tsi,1899599,FWD ,4,Sedan,Manual,Petrol,5
Skoda,Octavia,Style 1.8 Tsi At,2059599,FWD ,4,Sedan,Automatic,Petrol,5
Skoda,Octavia,Style 2.0 Tdi Cr,2079599,FWD ,4,Sedan,Manual,Diesel,5
Skoda,Octavia,Style 2.0 Tdi Cr At,2299599,FWD ,4,Sedan,Automatic,Diesel,5
Skoda,Octavia,L & K 1.8 Tsi At,2359599,FWD ,4,Sedan,Automatic,Petrol,5
Skoda,Octavia,L & K 2.0 Tdi Cr At,2359599,FWD ,4,Sedan,Automatic,Diesel,5
Skoda,Octavia,Corporate Edition 1.4 Tsi,1549000,FWD ,4,Sedan,Manual,Petrol,5
Skoda,Octavia,Corporate Edition 2.0 Tdi,1699000,FWD ,4,Sedan,Manual,Diesel,5
Skoda,Octavia,Onyx 1.8 Tsi Dsg,1999599,FWD ,4,Sedan,Automatic,Petrol,5
Skoda,Octavia,Onyx 2.0 Tdi Dsg,2199599,FWD ,4,Sedan,Automatic,Diesel,5
MercedesBenz,Mercedes-Benz Glc,200 Progressive,5275000,RWD ,4,SUV,Automatic,Petrol,5
MercedesBenz,Mercedes-Benz Glc,220D 4Matic Progressive,5775000,AWD ,4,SUV,Automatic,Diesel,5
Porsche,Cayenne Coupe,Base,13151000,AWD ,6,Coupe,Automatic,Petrol,6
Porsche,Cayenne Coupe,Turbo,19763000,AWD ,8,Coupe,Automatic,Petrol,4
Mahindra,Verito,1.5 D2,748370,FWD ,4,Sedan,Manual,Diesel,5
Mahindra,Verito,1.5 D4 Bs-Iv,772617,FWD ,4,Sedan,Manual,Diesel,5
Mahindra,Verito,1.5 D6 Bs-Iv,845154,FWD ,4,Sedan,Manual,Diesel,5
Mitsubishi,Pajero Sport,2.5 Mt,2903750,RWD ,4,SUV,Manual,Diesel,7
Mitsubishi,Pajero Sport,2.5 At,2835500,RWD ,4,SUV,Automatic,Diesel,7
Mitsubishi,Pajero Sport,Limited Edition,2953240,4WD,4,SUV,Manual,Diesel,7
Mitsubishi,Pajero Sport,Select Plus Mt,2992800,RWD ,4,SUV,Manual,Diesel,7
Mitsubishi,Pajero Sport,Select Plus At,2952500,RWD ,4,SUV,Automatic,Diesel,7
Bentley,Flying Spur,V8,34167064,AWD ,8,Sedan,Automatic,Petrol,4
Bentley,Flying Spur,W12,39382083,AWD ,12,Sedan,Automatic,Petrol,4
Honda,City,Sv Mt Petrol,991000,FWD ,4,Sedan,Manual,Petrol,5
Honda,City,V Mt Petrol,1065900,FWD ,4,Sedan,Manual,Petrol,5
Honda,City,Vx Mt Petrol,1182000,FWD ,4,Sedan,Manual,Petrol,5
Honda,City,Vx Cvt Petrol,1312000,FWD ,4,Sedan,Automatic,Petrol,5
Honda,City,Sv Mt Diesel,1111000,FWD ,4,Sedan,Manual,Diesel,5
Honda,City,V Mt Diesel,1191000,FWD ,4,Sedan,Manual,Diesel,5
Honda,City,Vx Mt Diesel,1302000,FWD ,4,Sedan,Manual,Diesel,5
Honda,City,Zx Mt Diesel,1421000,FWD ,4,Sedan,Manual,Diesel,5
Honda,City,Zx Cvt Petrol,1431000,FWD ,4,Sedan,Automatic,Petrol,5
Honda,City,V Cvt Petrol,1201000,FWD ,4,Sedan,Automatic,Petrol,5
Mitsubishi,Montero,3.2 At,6862560,AWD ,4,SUV,Automatic,Diesel,7
